id,slug,brand_name,description,repo_urls,github_owner_repo
03595f7d-d649-49c4-8c7d-e36c65904e11,4tu-framework-for-the-publication-mirrorlabs-creating-similar-learning-environments-for-students-all-over-europe-for-human-robot-coproduction,Framework for the publication: MirrorLabs – creating similar learning environments for students all over Europe for human-robot coproduction,"In order to educate students for “people and robots for sustainable work”, students will need to access real hardware. One of the emerging Human-Robot-Interaction techniques is the Augmented and Virtual Reality (AR/VR). Combining AR/VR with existing robotics infrastructure is quite challenging. Furthermore, it is even more complicated to get students familiar with all of the required background. The aim of this proposal is the development of an common, easy-to-use ICT infrastructure for the existing equipment in the labs of the participating partners. The developed software is planned to be released open source, so that it can be used by other partners within and outside EIT Manufacturing community. The project will develop a software platform and tutorials on how to set up the platform and how to get started to work with it. More information can be found under www.mirrorlabs.eu .",,
03ae5e6f-8844-439a-b340-39ca1990d7f6,trap-the-lofar-transients-pipeline,TraP: The LOFAR Transients Pipeline ,"The LOFAR Transients Pipeline (“TraP”) provides a means of searching a stream of N-dimensional (two spatial, frequency, polarization) image “cubes” for transient astronomical sources. The pipeline was developed specifically to address data produced by the LOFAR Transients Key Science Project, but is also applicable to a range of other instruments.  The TraP codebase provides the pipeline definition itself, as well as a number of supporting routines for source finding, measurement, characterization, and so on. Some of these routines are also available as stand-alone tools.  ### Key features  * Customisable ‘quality-control’ steps to weed out bad images before processing. * Built-in sourcefinder optimized for radio-synthesis images. * Optional source-fitting constraints (only fit point-sources, avoid fitting sources near to edge of image, etc). * Source-association incorporates knowledge of positional errors (using the DeRuiter radius algorithm) - this means much less trial-and-error tweaking of source-association parameters when working with a new dataset. * ‘Skyregion’ tracking - this keeps a record of which parts of sky have been previously surveyed, and to what faint limit, allowing for better separation of real transients and marginal steady-source detections. * Variability metrics and cataloguing for every source - no need to choose transient-detection thresholds ahead of time, simply sort through the data after processing and judge for yourself. * Position monitoring and null-detection tracking. ‘Forced’ source-fits are attempted at positions where a source has been previously detected, or where a monitoring location has been manually specified, allowing for better detection of sources near to the faint limit. * All source measurements are stored in a standard SQL database; users can write their own custom data-extraction and analysis tools if desired. * Ready-made web-based data-exploration interface. TraP is accompanied by Banana, a web-based tool which allows astronomers to sort and search source-catalogues without requiring any local installation or programming. Provides interactive plots, links to external catalogue searches, and more. * Support for multiple data formats and telescopes. TraP can process both FITS and CASA MeasurementSet formats, and it is usually quite straightforward to add support for a new telescope.   See https://tkp.readthedocs.io/en/latest/introduction.html",https://github.com/transientskp/tkp,transientskp/tkp
042b4edb-4aa3-4297-b1ed-2c8090a34335,parcels,Parcels,"Parcels (which is a ‘backronym’ for “Probably A Really Computationally Efficient Lagrangian Simulator”) is a set of Python classes and methods to create customisable particle tracking simulations using output from Ocean Circulation models. Parcels can be used to track passive water parcels in what is often referred to as Lagrangian Ocean Analysis ([Van Sebille _et al_ 2018](https://doi.org/10.1016/j.ocemod.2017.11.008)), as well as active particulates such as plastic and fish.  Parcels has been used in more than 80 peer-reviewed articles. It has been used in applications as diverse as global oceanic transport of microplastic particles (e.g., [Wichmann _et al_ 2019](https://doi.org/10.1088/2515-7620/ab4e77)), planning of routes of Underwater Autonomous Vehicles ([Boulares and Barnawi 2021](https://doi.org/10.3389/frobt.2022.958930)), mapping of the genetic connectivity and of fish ([Sefc _et al_ 2020](https://onlinelibrary.wiley.com/doi/10.1111/jbi.13946), [Schilling _et al_ 2020](https://doi.org/10.1111/fog.12473), [Lindo‐Atichati _et al_ 2020](https://doi.org/10.1029/2019JC015348)) and assessment of the role of swimming in turtle hatchling survival ([Le Gouvello _et al_ 2020](https://doi.org/10.1016/j.ecolmodel.2020.109130)).   Parcels supports a multitude of Ocean General Circulation Model outputs, including from NEMO, MITgcm, HYCOM, POP, MOM and ROMS/CROCO. In general, it supports any vertical grid and (curvi)linear grid with the only limitation that it does not yet support unstructured meshes.  The unique feature of Parcels, compared to other community codes such as Ariane ([Blanke and Raynaud 1997](https://doi.org/10.1175/1520-0485(1997)027%3C1038:KOTPEU%3E2.0.CO;2)), TRACMASS ([Döös _et al_ 2017](https://doi.org/10.5194/gmd-10-1733-2017)), OpenDrift ([Dagestad _et al_ 2018](https://doi.org/10.5194/gmd-11-1405-2018)), CMS ([Paris _et al_ 2013](http://dx.doi.org/10.1016/j.envsoft.2012.12.006)), LADIM ([Ådlandsvik and Sundby 1994](https://www.ices.dk/sites/pub/Publication%20Reports/Marine%20Science%20Symposia/ICES%20Marine%20Science%20Symposia%20-%20Volume%20198%20-%201994%20-%20Part%2033%20of%2063.pdf)) or TrackMPD ([Jalón-Rojas _et al_ 2019](https://doi.org/10.1016/j.marpolbul.2019.02.052)), is that in Parcels it is extremely simple to encode the ‘behavior’ of particles.   Using what are called ‘kernels’ in Parcels, users can write simple functions that act on the virtual particles and make them e.g., sink, beach, fragment or die. These actions can depend on the local conditions – such as sea water temperature, current speed or any other field that comes out of an Ocean General Circulation Model – as well as on properties of the particles themselves such as their age, density, or size. These kernels can then be combined with each other and with pre-loaded kernels such as for advection and diffusion. This kernel-driven computation makes Parcels highly versatile and adaptable to different types of virtual particles, including plastic and plankton as well as turtles and tuna ([Scutt Phillips _et al_ 2016](https://doi.org/10.1016/j.pocean.2018.04.007)).",https://github.com/OceanParcels/parcels,OceanParcels/parcels
04560da4-e575-41fd-b0eb-b90d4a6e581d,4tu-models-and-optimization-tools-for-a-novel-3d-printed-capacitive-shear-stress-sensor,Models and Optimization Tools for a Novel 3D Printed Capacitive Shear Stress Sensor,"These files contain the models and optimization tools for study and development of a 3D-printed capacitive shear stress sensor. This research is described in our research paper:  Oprel, J., Wolterink, G., Schilder, J., Krijnen, G. (2023). Novel 3D Printed  Capacitive Shear Stress Sensor. Journal of Additive Manufacturing.  doi: 10.1016/j.addma.2023.103674  The models are used to study the electrical and the mechanical behavior of printed sensing structures. The main models are made using Matlab. Additionally, Finite Element (FE) models are used to verify these results. This is done using Comsol Multiphysics, which is controlled from a Matlab environment using 'Comsol livelink for Matlab'. The models are integrated in an optimization tool, in the form of a Matlab App.",,
046adf5f-3f88-4d2a-9b41-78853eb6e513,python-pcl,python-pcl,* Point clouds are accessible as Numpy arrays * Loading and saving of (possibly colored) point clouds * Registration and boundary detection  The library was written for use in the Via Appia project; it is based on the work [here](https://github.com/strawlab/python-pcl). Example usage and support for the common LAS format can be found in the [PattyAnalytics](https://github.com/NLeSC/PattyAnalytics) repository.,https://github.com/NLeSC/python-pcl,NLeSC/python-pcl
046b76ea-995c-49cb-ae48-9d80a407aa07,4tu-data-underlying-the-publication-fabrication-and-characterization-of-pneumatic-unit-cell-actuators,Data underlying the publication: Fabrication and Characterization of Pneumatic Unit Cell Actuators,"Pneumatic Unit Cells (PUC) are soft, hollow cylinder actuators fabricated using silicone. This repository contains the data presented in the MPDI Actuators journal titled 'Fabrication and Characterization of Pneumatic Unit Cell Actuators'.     The dataset contains:  Top layer thickness measurements of 0.6 mm, 0.9 mm, and 1.2 mm PUC designs (Figure 3).Free deflection measurements under static pressure condition of 0.6 mm, 0.9 mm, and 1.2 mm PUC designs, with three samples per design (Figure 7).Blocking force measurements under static pressure condition of 0.9 mm and 1.2 mm PUC designs, with three samples per design (Figure 8).Free deflection measurements under frequency condition of 0.9 mm and 1.2 mm PUC designs, with three samples per design (Figure 10).",https://data.4tu.nl/v3/datasets/1fef2678-5b29-4460-8c1c-0423fab9a85e.git,
04a5f063-e417-4750-8084-eddca218707d,annular,Annular,,https://gitlab.tudelft.nl/demoses/annular,
04ca26ae-c087-44e4-8012-abfaa2df2d1d,4tu-matlab-script-and-comsol-models-of-the-article-equivalent-continuum-for-viscoelastic-metamaterials, MATLAB script and COMSOL models of the article 'Equivalent continuum for viscoelastic metamaterials',Research data from the article 'Equivalent continuum for viscoelastic metamaterials' to generate the results that validate research findings. It includes MATLAB scripts and COMSOL models. A computational homogenization framework is used for solving wave propagation in the linear regime in composites that may exhibit local resonances due to microstructural heterogeneities. The homogenized material properties for a given metamaterial can be computed with the present MATLAB script. COMSOL models are used to generate the reference material behavior. Additional COMSOL models are used to solve finite metamaterial problems using the homogenized continuum approach with significantly reduced computational cost.,https://data.4tu.nl/v3/datasets/7187d549-0347-44f6-8355-a9a059ae11c3.git,
04e5b6e7-a454-48c5-bbb7-375059f99bb0,4tu-code-for-the-implementation-of-state-dependent-dynamic-tube-model-predictive-control,Code for the Implementation of State-Dependent dynamic tube model predictive control            ,"The code of this repository is used to implement and test a new algorithm called SDD-TMPC. It is a control algorithm that sacrifices a bit of optimality (much less than tube MPC) but returns robust solutions. In this repository, MPC, TMPC, and SDD-TMPC were implemented.     SDD-TMPC needs to have a model of boundaries of future disturbance. I used a fuzzy logic-based model trained with a genetic algorithm.     4 scenarios were created to compare all methods:  1. Following a path in an empty trajectory  2. Moving closely to the wall  3. Moving through a narrow corridor.  4. Avoiding an obstacle",https://data.4tu.nl/v3/datasets/9aefaae8-7eee-49e9-8545-88c67fac56fb.git,
04e8f730-ea9f-4b24-885c-f3cf824ff3e6,4tu-heast,HEAST,"The Hybrid Electric Aircraft Sizing Tool (HEAST) was developed at Delft University of Technology and is intended for the conceptual design of aircraft with (hybrid-) electric propulsion systems. These drivetrains open the space to new propulsor layouts commonly know as ""distributed propulsion"", where the aerodynamic interaction between propulsors and airframe can be significant. More specifically, the tool focuses on the preliminary sizing part of the conceptual design phase, where the designer translates the top-level aircraft requirements and design choices into a first layout and estimate of weights, wing area, and installed power. The tool is therefore a sizing tool and *not* an analysis tool: it cannot assess the performance of a predefined geometry/weight/etc.     The tool is implemented in MATLAB and is versatile because it allows the user to size aircraft with a wide array of powertrain types (conventional, serial, parallel, electric, turboelectric,...), propulsor layouts (leading-edge propellers, over-the-wing propellers,...), and can easily be adapted to account for different performance requirements. However, it requires a significant amount of input parameters and contains numerous (sub-) functions with many if-checks and iteration loops. It is therefore only recommended for users who have a detailed understanding of aircraft conceptual design *and* are versatile in the MATLAB language.",https://data.4tu.nl/v3/datasets/61cbe615-b7a8-4fa5-893b-9871f73e163f.git,
0526e4cf-5ca0-42f1-821c-9ed5b017e40a,salient-detector-python,SalientDetector-python,"* Provides implementation of a competitive Data-driven Morphological Salient Region (DMSR) image detector for computer vision, biodiversity and other researchers who need to analyzable large amount of images for discovering or identifying objects or scenes * Highly repetitive detection  and visualization of salient regions in multiple structured images of the same scene or object of interest  * Open-source and free code  * Successfully applied to various tasks: automated determination weather images are from the same scene, marine mammals photo-identification, wood species classification from microscopy images, etc.  * DMSR shows invariance to affine geometric image transformations as well as to photo-metric transformations such as blur and lighting  * DMSR gives better results than the popular MSER region detector  E. Ranguelova, ""A Salient Region Detector for structured images,""  2016 IEEE/ACS 13th International Conference of Computer Systems and Applications (AICCSA), Agadir, 2016, pp. 1-8. doi: 10.1109/AICCSA.2016.7945643",https://github.com/NLeSC/SalientDetector-python,NLeSC/SalientDetector-python
05d760b7-3ae0-4863-a603-9332edfe2a53,4tu-sda-thermo-elastic-python-scripts-underlying-the-master-thesis-thermo-elastic-analysis-of-a-spiral-dish-antenna-reflector-in-space,"SDA Thermo-Elastic Python Scripts, underlying the master thesis: Thermo-Elastic Analysis of a Spiral Dish Antenna Reflector In Space.","These scripts were used for Nathan van der Wielen's Master thesis for the thermo-elastic study of a novel spiral dish antenna (SDA) reflector. The following scripts are used with ESATAN-TMS, Abaqus, and a Python IDE.   Base Reflector Thermo-Elastic Analysis.py - reads .csv data of heat flux, surface area and time from 7 different ESATAN output files for all LPM nodes, builds a normal reflector model in Abaqus, assignes the heat fluxes to the correct surfaces, performs a thermo-elastic analysis, and outputs a thermal and deflection csv file.   Spiral Dish Antenna Reflector Thermo-Elastic Analysis.py - same as the previous python script but for an SDA reflector.   SDA and Reflector Thermo-Elastic Analysis Result Study.py - Reads the output files from the different scripts for the different cases, calculates, and output results/plots comparing different cases.",,
05db2170-5a1d-4d27-a698-f4d0d54d64be,canwin,CanWIN,"**The Canadian Watershed Information Network (CANWIN)** is a web based open access data and information network created by Environment Canada as part of the Lake Winnipeg Basin Initiative under Canada’s Action Plan on clean water. It was created in order to help address key water quality issues within the lake and its contributing watersheds. In 2012 management of the network transferred to the University of Manitoba under CEOS.  The Nelson River Watershed covers over 1 million square km. It covers 4 (four) Canadian provinces and four (4) U.S. States. The CANWIN provides a central open access data hub where researchers, decision makers, government agencies, organizations and the community can visualize and view the WHO, WHAT WHEN and WHERE of the basin. (Who is working in the basin, and WHAT, WHEN and WHERE are they doing it?); Searchable maps and tables of research allow users to gain a better understanding of the projects and activities occurring within the basin.  The CANWIN aims to aids research, education and decision making in the basin through three key strategies: Aid Transparency, Build Understanding, Create Awareness.  These key strategies allow the CANWIN to facilitate the management of natural and anthropogenic resources in the basin by integrating multiple information and data sources and expertise into a central open access resource.",https://cwincloud.cc.umanitoba.ca/canwin_public,
0607d5cc-f7a5-4982-a41a-adb179b3cb8e,4tu-matlab-scripts-created-during-the-work-on-multi-t-approach-for-peak-locking-error-correction-and-uncertainty-quantification-in-piv,"MATLAB scripts created during the work on ""Multi-Δt approach for peak-locking error correction and uncertainty quantification in PIV""",This dataset contains MATLAB scripts.,,
064e58c4-f98f-482c-9b27-eae6e3b3da25,4tu-simplicial-convolutions,simplicial_convolutions,"This implements the simplicial convolutional filters in Matlab, together with their design and applications. In this work, we have developed filters of processing data defined on the edge space of a simplicial 2-complex, and Fourier analysis of such signals. To achieve certain filtering, we proposed different ways of designing the required filters.",https://data.4tu.nl/v3/datasets/1c8621e9-11e7-45ff-a223-ce975871e304.git,
06740b4b-1a81-4ded-88d6-3b989b3f7122,4tu-data-underlying-the-bsc-project-an-analysis-of-java-release-practices-on-github,"Data underlying the BSc project:  ""An analysis of Java release practices on GitHub""","This dataset contains the following inside a tar.zst file:  A list of all Java repositories on GitHub in a CSV formatThe POM.xml file from those repositories if there was one at the root of the repoA sample of 500 000 repositories thatHave been searched recursively for POM.xml filesOf those that have a POM.xml file an 'effective' POM.xml has been createdOf those that have distribution repositories configured, GitHub workflow files if they exista report.json file that contains aggregate information of the sample   The scraper written to retrieve this data is also included.     This dataset was created for a Computer Science Bachelor Research Project titled ""An analysis of Java release practices on GitHub"" by Vivian Roest.",https://data.4tu.nl/v3/datasets/f38d8fdd-fe95-4bd4-968e-71db238de45e.git,
068e1476-c254-47bb-a47a-2b64bb2fed4e,sfb-annotator,sfb-annotator,"- web application that enables semantic annotation of historical collection using controlled vocabularies and ontologies - a user draws  bounding boxes over image scans and describes their contents (e.g., an organism, with associated measurements or facts, that was found at some location and/or point in time) - the annotations of transcribed text are stored in a knowledge base (RDF store) and are accessible via a SPARQL endpoint and Web API  The Semantic Field Book Annotator is a web application developed for domain experts to harvest structured annotations from field books, drawings and specimen labels of natural history collections. Users can draw bounding boxes over (zoomable) image scans of historical field notes, to which annotations can be attached. All metadata regarding an annotation event, annotation provenance, transcription and semantic interpretation of the text are stored in a knowledge base, which is accessible via a SPARQL endpoint and Web API.",https://github.com/LINNAE-project/SFB-Annotator,LINNAE-project/SFB-Annotator
06c151ed-a8d1-4b0e-86f6-5f815e78e211,phenotips,PhenoTips,"PhenoTips is based in Toronto, North America’s fastest-growing tech hub, just steps from the MaRS Discovery District and leading healthcare institutions. Surrounded by innovation, we are inspired to challenge the status quo of medical care in genetics, working towards a future in which patient data is unified and usable, rather than siloed in EHR systems and hospital filing cabinets.",https://github.com/phenotips/phenotips,phenotips/phenotips
